c	Axis1	Axis2	Axis3
ERR912038	-0.0388565852143737	-0.104326284887107	-0.0792289873881463
ERR912039	-0.0316972422410421	-0.136007638157849	0.135261910479871
ERR912040	-0.180735053052032	-0.207471974200287	-0.0443679050867887
ERR912041	0.111349338600216	0.106921464026617	-0.0473763504592404
ERR912042	0.113175950581708	-0.450732672219891	-0.128031643528359
ERR912043	-0.210799684901604	-0.0643916235517368	0.0287709700413961
ERR912044	0.298563503896357	-0.0401030341445053	0.116001731229599
ERR912045	0.0847874067507595	-0.537551575440493	-0.0567001333566174
ERR912046	0.274451801244781	0.0545465716228322	-0.0254978630449895
ERR912047	0.260639272192042	-0.283699140620057	-0.0159030494026432
ERR912048	-0.298012896733627	0.0398841114743353	0.00711842473211128
ERR912049	0.23120326153988	0.0945711589196256	-0.0532271489956293
ERR912050	0.0576111490609967	-0.255923460243996	0.0682500585870105
ERR912051	-0.00804855422127284	0.0608646918787103	-0.00166648128086211
ERR912052	-0.234569233023937	0.0691460105689436	-0.0142177786927441
ERR912053	-0.176268539950144	0.0759946439325827	-0.0233079433176512
ERR912054	-0.228438526471037	0.0437036572033269	0.000531272619774426
ERR912055	-0.261837252939322	0.048224970605811	0.00732868585250009
ERR912056	0.0631928609902236	0.0197779712319588	0.0372570989482047
ERR912057	0.0386558998335172	-0.0729126934698674	-0.0619364381499426
ERR912058	-0.0189670895153229	-0.410668713638242	-0.126713850446957
ERR912059	-0.162681778494772	-0.00796531866984358	-0.0328008611678519
ERR912060	0.113558862352212	-0.715536604426049	-0.151558379315807
ERR912061	0.0441089282780645	0.0382193665205472	-0.0545582870689309
ERR912062	-0.0908418217158646	0.0416717170563467	-0.00899031429857982
ERR912063	0.21739951344453	0.0496408320704447	-0.0149216163839083
ERR912064	0.230466890475484	0.0933796559008356	-0.032935813064031
ERR912065	-0.355826184164505	0.0643905241841925	0.00861149071022041
ERR912066	0.00608007729175678	0.0366884131939159	-0.00951724370517662
ERR912067	0.108791589364341	-0.00156282766052899	0.0276966903655534
ERR912068	-0.288810251353088	0.0350273676620043	0.0409287952487087
ERR912069	0.0106005417765432	0.0480366576282228	-0.00575075278222049
ERR912070	-0.143550617666375	-0.0687889190972305	0.110315356098041
ERR912071	0.26419052791334	0.0568560054770428	-0.0314860843214665
ERR912072	-0.0826434687475526	0.0326456121046466	-0.00158592018860335
ERR912073	-0.347135069161594	-0.273739789473269	-0.0861890716349809
ERR912074	-0.0190317247484355	0.0661199049123311	-0.0192207634180567
ERR912075	0.0187554598710793	-0.268784758220083	-0.0398161753581069
ERR912076	0.205148785344829	-0.0188627242233422	0.0457630318859165
ERR912077	-0.177665252227354	0.0572294650008548	-0.0134134952056451
ERR912078	-0.111290654907808	-0.0664897845243048	0.0734886368489392
ERR912079	0.145415420969023	-0.024144472865875	0.0492484857024284
ERR912080	-0.200448410780853	0.0704467299431442	-0.0124453511739979
ERR912081	-0.519923476309549	-0.0237842842294721	0.00621834082405404
ERR912082	-0.525205977403849	0.0102449811583929	0.00703532763048663
ERR912083	-0.195943706718303	0.039621077345491	0.0120832744960409
ERR912084	-0.0321810766244349	0.086983611306752	-0.0316829730483733
ERR912085	-0.0328978719395802	0.0667627301645296	-0.0360309752979088
ERR912086	0.00758959445200156	0.0396501134109457	0.000975346129407894
ERR912087	-0.0218310371004869	-0.00125933187678628	0.0419208719550047
ERR912088	-0.266079951222333	0.0841281211229438	-0.0250473162038663
ERR912089	-0.07850965646649	0.0568788054014674	-0.0152825551366963
ERR912090	0.0730593079247091	0.0772153661486323	-0.0415785209606994
ERR912091	-0.0740190161592061	0.0550384081359558	0.00664803767601211
ERR912092	0.0405098055343993	-0.0323855935967576	0.137611726588922
ERR912093	-0.115857346358078	0.0306530584664384	-0.0181579295638935
ERR912094	0.100077644762968	0.0273232451627473	0.00388131608652652
ERR912095	0.428765519696167	0.0529216236508051	0.0425235677607942
ERR912096	0.129663942340721	0.0221531998710371	-0.0624074688286521
ERR912097	0.200023776907569	0.0672498874253175	-0.0404120931278857
ERR912098	0.16548196145089	0.04278968144966	-0.0078571082696583
ERR912099	0.228409183636295	0.116839849925894	-0.0653567566035233
ERR912100	-0.105059002099672	0.0251976827539528	0.0334784549207015
ERR912101	0.35249623222405	-0.0762638787873158	0.177076151141106
ERR912102	0.117627636120631	-0.0209133706874849	0.0586163195639583
ERR912103	-0.213084128831411	0.0849964486382548	-0.0277699506341404
ERR912104	0.166009899743106	-0.208342593559697	-0.0966725639951755
ERR912105	0.0750593875680967	0.0238335257369301	0.0109100115230569
ERR912106	-0.266739382340677	0.0491730352293318	0.00643751018906394
ERR912107	0.0514848105209881	0.0413800994420898	-0.0110629907705437
ERR912108	-0.0364100600943043	-0.136139269797256	-0.0270018565892094
ERR912109	0.0594791340090618	-0.123065994513848	0.0147380175622345
ERR912110	-0.341667905514027	0.00474438539895023	-0.00707112595316843
ERR912111	-0.414520374635284	0.0481077660554582	0.0018991480227738
ERR912112	-0.150659205899735	0.0491392084130757	-0.000980057968022242
ERR912113	0.0324779710548922	-0.0873861254820294	-0.0541655088143708
ERR912114	-0.146819924827359	-0.137886012239014	0.0637807064086781
ERR912115	0.177216615815382	-0.0709699516742148	-0.0768184906512632
ERR912116	0.0633717262592518	0.011066894578787	0.0333710899380742
ERR912117	0.041661312869107	-0.0689172292513431	0.0237960336611691
ERR912118	-0.125226341589135	0.0413336074411584	-0.00442847855238753
ERR912119	0.177175284406808	0.0837147341807503	-0.0529602062179434
ERR912120	0.118417618692779	-0.324930420121434	0.638222885084172
ERR912121	0.117282064581222	0.0497751581615468	-0.0193651239065254
ERR912122	0.0615726779977692	0.0540799537998371	-0.00523972984667004
ERR912123	0.456030434360607	0.0386028843670021	-0.0147041084253401
ERR912124	-0.349530713932197	0.0216089545684293	0.0236825414651259
ERR912125	0.168109570586441	0.029932535074137	0.00391912208074248
ERR912126	-0.21335932470987	-0.252579064958836	-0.0891227600763432
ERR912127	-0.0424018987712331	0.0485638935142892	-0.0301468397540026
ERR912128	0.15027756583729	0.00248675817225297	-0.00838513405226139
ERR912129	0.12955500028149	0.0452777960826471	0.0156097897858296
ERR912130	-0.105808545633507	-0.120418011166421	0.00935714670932982
ERR912131	0.092630975867483	-0.0914930208380717	-0.0330570059414895
ERR912132	0.096122644016323	0.0632763947667228	-0.0349162529121282
ERR912133	0.0749507497965614	0.0573267597942346	-0.0227361648050418
ERR912134	0.159001561232321	0.0430460375417703	0.00850541670776959
ERR912135	-0.0172381437238849	-0.0701385628212197	-0.011237326614439
ERR912136	-0.220138503197781	0.0292202589355787	0.0134341186058448
ERR912137	0.0429794720676422	0.0591849866593249	-0.0234299325059768
ERR912138	-0.110898474569787	0.0721892066715738	-0.0292772026786602
ERR912139	0.0845393664172952	0.0403416360426488	0.011411547578503
ERR912140	0.303260532817886	0.0962859023535684	-0.0505499940839893
ERR912141	0.300596744821756	0.0446368067499312	0.0390288778177681
ERR912142	-0.367226979339768	0.0726461713810944	-0.00690892743063771
ERR912143	0.0781174301562885	0.0918064155827264	-0.0415352503502125
ERR912144	0.0901049566293609	0.0347446669734826	-0.00574801792252413
ERR912145	-0.094595881626754	0.048120664694113	-0.00425694960368145
ERR912146	0.270973061829175	-0.0558529115881929	0.150842903377203
ERR912147	-0.0796983166323262	-0.0574440220435803	0.0728587631455054
ERR912148	-0.0854564113618782	0.0353600279603459	0.00541642415881198
ERR912149	0.0832759597458231	0.000258071652591888	-0.0186234506834906
ERR912150	-0.58002878820749	0.0317680265392153	0.0503147137182274
ERR912151	0.0320070896460514	-0.0210455284101107	0.0385665989739956
ERR912152	-0.136506401422919	0.0783355986920062	-0.0142025450299503
ERR912153	-0.00088083433485225	0.077879893744409	-0.0260511935210061
ERR912154	-0.268775814556016	-0.0134357131229531	0.0545468137786015
ERR912155	-0.100731423639532	-0.0365595594310369	0.0546293539773578
ERR912156	-0.175137088597152	0.0197081308749943	0.00263764693212606
ERR912157	-0.123134729817879	0.0215174579281667	0.0261434246815663
ERR912158	0.139664362970285	0.0999527374404842	-0.0450907184978193
ERR912159	-0.0429632503300256	0.0768655706260788	-0.0249127327898152
ERR912160	0.367832354963045	0.0826105595482077	-0.0337327472341376
ERR912161	-0.331819130166052	0.0484992901269626	-0.0151699160554421
ERR912162	0.229972679258972	0.0518294324990733	-0.0169739877335971
ERR912163	0.196966469347548	0.0566908682118247	-0.0530184495437369
ERR912164	-0.155309288273932	0.0580678379189343	-0.0126705009080418
ERR912165	-0.224937613383663	0.0692111427416309	-0.0158115549837117
ERR912166	0.250146808982014	0.0463523016588531	-0.019987581695185
ERR912167	-0.285444953669388	0.0242610246881663	-0.0147332226244521
ERR912168	0.0219244610740571	-0.0528586225335932	-0.0680678782264486
ERR912169	0.10348679978107	0.0850521934352849	-0.0361470988608585
ERR912170	-0.121704944944597	0.0109406008589665	0.0379394950746361
ERR912171	0.230899814977396	0.0614171543505076	-0.0231254337280839
ERR912172	0.141084857212093	0.100747531068662	-0.0480204298924704
ERR912173	-0.181073470703505	0.0112797429052202	0.0146060823738076
ERR912174	-0.105473804663487	0.0311848488199622	0.00428118252878023
ERR912175	-0.201141704680498	-0.0683788006157646	0.0291902736149537
ERR912176	0.182725816699845	0.00155108957908912	-0.0217297391408874
ERR912177	0.176908565044511	-0.0746614391567373	0.0675658326428875
ERR912178	-0.195361369450544	0.0123953783175941	0.0391743222993543
ERR912179	-0.135379257626053	-0.0361304849287512	0.00381095947154605
ERR912180	0.104072454153999	0.096965751130064	-0.048083314111426
ERR912181	0.000309143479212709	-0.54061492908767	-0.180823421180775
ERR912182	-0.129333992452091	0.00940164539588696	-0.0236366744073954
ERR912183	-0.175521111859522	0.0402195010515915	-5.7714790994666e-05
ERR912184	-0.118393438510602	-0.0690678230452851	0.134807930790118
ERR912185	-0.369556347844893	0.0118098777584417	0.00550272369867389
ERR912186	0.410356007203239	0.00996913262373804	0.0104395302144148
ERR912187	-0.0426716420641742	0.0518944189315646	-0.00943986438178594
ERR912188	-0.24933814490939	0.0291275227674053	-0.0156760946788945
ERR912189	-0.0924844598509331	-0.0336904269379145	0.0514415657081998
ERR912190	-0.0702015172202302	-0.112165554386464	-0.0756137531985257
ERR912191	-0.29426966785453	0.0371743163517883	-0.00675656342000095
ERR912192	0.315261855803683	-0.15649549393938	-0.000928467427821593
ERR912193	-0.193054089494294	0.0479794226908244	0.000919851512212348
ERR912194	0.0265079116361287	-0.0671532836181471	0.116733734632071
ERR912195	0.116647626164636	0.0556456070710627	-0.0162319645113285
ERR912196	-0.0890467684243107	-0.0106853194733766	0.00422590046075488
ERR912197	0.266376115007629	0.112419981085783	-0.066963117388649
ERR912198	0.270034633596014	-0.050651161760941	-0.0741351610007275
ERR912199	0.13903676909192	-0.0385060686140882	0.085087961636522
ERR912200	0.466360233557027	0.0936867421016717	-0.0533445996410374
ERR912201	0.167838333422111	0.0409976010716703	0.0354265983595805
ERR912202	-0.0798105359225777	-0.122367524657623	-0.0685855402719466
